Gender,Age,Occupation,Marital status,HouseHoldIncome,Weekday_05:00-05:30,Weekday_05:30-06:00,Weekday_06:00-06:30,Weekday_06:30-07:00,Weekday_07:00-07:30,Weekday_07:30-08:00,Weekday_08:00-08:30,Weekday_08:30-09:00,Weekday_09:00-09:30,Weekday_09:30-10:00,Weekday_10:00-10:30,Weekday_10:30-11:00,Weekday_11:00-11:30,Weekday_11:30-12:00,Weekday_12:00-12:30,Weekday_12:30-13:00,Weekday_13:00-13:30,Weekday_13:30-14:00,Weekday_14:00-14:30,Weekday_14:30-15:00,Weekday_15:00-15:30,Weekday_15:30-16:00,Weekday_16:00-16:30,Weekday_16:30-17:00,Weekday_17:00-17:30,Weekday_17:30-18:00,Weekday_18:00-18:30,Weekday_18:30-19:00,Weekday_19:00-19:30,Weekday_19:30-20:00,Weekday_20:00-20:30,Weekday_20:30-21:00,Weekday_21:00-21:30,Weekday_21:30-22:00,Weekday_22:00-22:30,Weekday_22:30-23:00,Weekday_23:00-23:30,Weekday_23:30-00:00,Weekday_00:00-00:30,Weekday_00:30-01:00,Weekday_01:00-01:30,Weekday_01:30-02:00,Weekday_02:00-02:30,Weekday_02:30-03:00,Weekday_03:00-03:30,Weekday_03:30-04:00,Weekday_04:00-04:30,Weekday_04:30-05:00,Weekend_05:00-05:30,Weekend_05:30-06:00,Weekend_06:00-06:30,Weekend_06:30-07:00,Weekend_07:00-07:30,Weekend_07:30-08:00,Weekend_08:00-08:30,Weekend_08:30-09:00,Weekend_09:00-09:30,Weekend_09:30-10:00,Weekend_10:00-10:30,Weekend_10:30-11:00,Weekend_11:00-11:30,Weekend_11:30-12:00,Weekend_12:00-12:30,Weekend_12:30-13:00,Weekend_13:00-13:30,Weekend_13:30-14:00,Weekend_14:00-14:30,Weekend_14:30-15:00,Weekend_15:00-15:30,Weekend_15:30-16:00,Weekend_16:00-16:30,Weekend_16:30-17:00,Weekend_17:00-17:30,Weekend_17:30-18:00,Weekend_18:00-18:30,Weekend_18:30-19:00,Weekend_19:00-19:30,Weekend_19:30-20:00,Weekend_20:00-20:30,Weekend_20:30-21:00,Weekend_21:00-21:30,Weekend_21:30-22:00,Weekend_22:00-22:30,Weekend_22:30-23:00,Weekend_23:00-23:30,Weekend_23:30-00:00,Weekend_00:00-00:30,Weekend_00:30-01:00,Weekend_01:00-01:30,Weekend_01:30-02:00,Weekend_02:00-02:30,Weekend_02:30-03:00,Weekend_03:00-03:30,Weekend_03:30-04:00,Weekend_04:00-04:30,Weekend_04:30-05:00,FashionPref,SmartDresserPref,StylePref,IncomeGroup,Sleeping_duration_weekday,Sleeping_duration_weekend,University_Class_duration_weekday,University_Class_duration_weekend,Study_duration_weekday,Study_duration_weekend,Exercise_duration_weekday,Exercise_duration_weekend,Work_duration_weekday,Work_duration_weekend,Housework_duration_weekday,Housework_duration_weekend,Cooking_duration_weekday,Cooking_duration_weekend,Entertainment_duration_weekday,Entertainment_duration_weekend,Personal_Care_duration_weekday,Personal_Care_duration_weekend,Eating_duration_weekday,Eating_duration_weekend,Socializing_duration_weekday,Socializing_duration_weekend,Video_Games_duration_weekday,Video_Games_duration_weekend,Religion_or_Spiritual_Activities_duration_weekday,Religion_or_Spiritual_Activities_duration_weekend,Shopping_duration_weekday,Shopping_duration_weekend,Family_Time_duration_weekday,Family_Time_duration_weekend,Sports_duration_weekday,Sports_duration_weekend,Reading_or_Writing_duration_weekday,Reading_or_Writing_duration_weekend,Nightlife_duration_weekday,Nightlife_duration_weekend,Travelling_duration_weekday,Travelling_duration_weekend,Caring_for_Pets_duration_weekday,Caring_for_Pets_duration_weekend,Volunteering_duration_weekday,Volunteering_duration_weekend,Gardening_duration_weekday,Gardening_duration_weekend,Phone_Calls_duration_weekday,Phone_Calls_duration_weekend,Entertainment_merged_duration_weekday,Entertainment_merged_duration_weekend,Personal_care_merged_duration_weekday,Personal_care_merged_duration_weekend,Housework_merged_duration_weekday,Housework_merged_duration_weekend,Active_duration_weekday,Active_duration_weekend,Leisure_duration_weekday,Leisure_duration_weekend,Neutral_duration_weekday,Neutral_duration_weekend,Weekday_Breakfast_time,Weekend_Breakfast_time,Weekday_Lunch_time,Weekend_Lunch_time,Weekday_Dinner_time,Weekend_Dinner_time,Productivity_score_weekday,Productivity_score_weekend
Male,23,Student,Single,70000.0,Sleeping,Religion or Spiritual Activities,Sleeping,Sleeping,Eating,Housework,Housework,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Religion or Spiritual Activities,Eating,Socializing,Sleeping,Sleeping,Religion or Spiritual Activities,Entertainment,Entertainment,Entertainment,Religion or Spiritual Activities,Work,Study,Study,Study,Study,Religion or Spiritual Activities,Study,Eating,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Housework,Housework,Housework,Personal Care,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Socializing,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Entertainment,Entertainment,Entertainment,Religion or Spiritual Activities,Phone Calls,Phone Calls,Entertainment,Study,Study,Study,Religion or Spiritual Activities,Eating,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,5,4,Moderate,6.5,10.0,5.0,0.0,2.5,1.5,0.0,0.0,0.5,0.0,1.0,1.5,0.0,0.0,4.0,4.5,0.0,1.0,1.5,1.0,0.5,0.5,0.0,0.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.5,0.0,2.0,1.0,1.5,9.0,3.0,15.0,19.0,0.0,2.0,07:00-07:30,,,13:30-14:00,22:00-22:30,22:00-22:30,0.375,0.125
Male,24,Student,Single,150000.0,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Travelling,Travelling,University Class,University Class,University Class,University Class,University Class,Travelling,Travelling,Personal Care,Eating,Video Games,Video Games,Video Games,Study,Study,Study,Study,Family Time,Socializing,Reading or Writing,Study,Study,Study,Entertainment,Eating,Housework,Video Games,Video Games,Housework,Reading or Writing,Reading or Writing,Reading or Writing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Eating,Video Games,Video Games,Housework,Personal Care,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Family Time,Video Games,Video Games,Video Games,Video Games,Exercise,Exercise,Personal Care,Study,Family Time,Socializing,Study,Study,Study,Study,Entertainment,Eating,Video Games,Video Games,Video Games,Video Games,Reading or Writing,Reading or Writing,Reading or Writing,Reading or Writing,Reading or Writing,Reading or Writing,Sleeping,Sleeping,1,1,5,Moderate,6.5,5.5,2.5,0.0,3.5,2.5,0.0,1.0,0.0,0.0,1.0,0.5,0.0,0.0,0.5,0.5,1.0,2.0,1.5,1.5,0.5,0.5,2.5,5.0,0.0,1.0,0.0,0.0,0.5,1.0,0.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.5,1.0,2.0,1.0,0.5,7.0,4.0,14.0,18.0,3.0,2.0,,,,,22:30-23:00,22:30-23:00,0.2916666666666667,0.16666666666666666
Male,24,Student,Single,60000.0,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,University Class,University Class,University Class,University Class,Reading or Writing,Eating,Study,Entertainment,Entertainment,Eating,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Personal Care,Personal Care,Socializing,Socializing,Socializing,Socializing,Eating,Study,Study,Entertainment,Entertainment,Entertainment,Entertainment,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Personal Care,Eating,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Socializing,Eating,Reading or Writing,Reading or Writing,Travelling,Travelling,Travelling,Travelling,Family Time,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Socializing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,1,3,4,Moderate,8.0,12.5,6.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,2.0,1.5,2.0,1.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0,0.5,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,1.0,0.0,0.0,7.5,0.0,15.5,21.0,1.0,3.0,,08:00-08:30,13:30-14:00,12:00-12:30,21:00-21:30,,0.3125,0.0
Male,23,Student,Single,65000.0,Sleeping,Sleeping,Sleeping,Eating,Travelling,Travelling,University Class,University Class,University Class,University Class,University Class,Socializing,University Class,University Class,Socializing,Socializing,Travelling,Travelling,Personal Care,Personal Care,Travelling,Work,Family Time,Work,Work,Work,Work,Work,Socializing,Socializing,Family Time,Family Time,Video Games,Video Games,Study,Study,Study,Study,Personal Care,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Phone Calls,Phone Calls,Personal Care,Family Time,Eating,Family Time,Personal Care,Work,Work,Work,Work,Work,Work,Work,Socializing,Socializing,Socializing,Socializing,Family Time,Phone Calls,Study,Study,Study,Study,Study,Entertainment,Entertainment,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,4,5,4,Moderate,5.5,8.5,3.5,0.0,2.0,2.5,0.0,0.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.5,0.5,1.0,2.5,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,1.0,2.0,2.0,3.0,0.0,0.0,8.5,6.0,11.0,15.0,4.5,3.0,06:30-07:00,,,,,,0.3541666666666667,0.25
Female,24,Student,Single,245710.3448275862,Sleeping,Sleeping,Sleeping,Sleeping,Housework,Housework,Housework,Eating,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Eating,University Class,Cooking,University Class,University Class,University Class,Religion or Spiritual Activities,Housework,Housework,Housework,Reading or Writing,Work,Work,Work,Study,Study,Study,Study,Study,Socializing,Eating,Personal Care,Socializing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,University Class,Sleeping,Housework,Housework,Cooking,Cooking,Cooking,Eating,Personal Care,Personal Care,Socializing,Socializing,Housework,Socializing,Socializing,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Study,Study,Study,Study,Study,Study,Study,Eating,Housework,Housework,Socializing,Reading or Writing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,1,2,3,High,6.5,9.5,6.0,0.5,2.5,3.5,0.0,0.0,1.5,0.0,3.0,2.5,0.5,1.5,0.0,0.0,0.5,1.0,1.5,1.0,1.0,2.5,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,3.5,4.0,13.5,8.0,10.0,15.0,0.5,1.0,08:30-09:00,,13:00-13:30,13:30-14:00,23:00-23:30,22:30-23:00,0.5625,0.3333333333333333
Female,23,Student,Single,200000.0,Sleeping,Sleeping,Personal Care,Family Time,Eating,Eating,Sleeping,Eating,Eating,Exercise,Sleeping,Sleeping,Reading or Writing,Reading or Writing,Work,Work,Reading or Writing,Reading or Writing,Family Time,Family Time,University Class,University Class,University Class,University Class,University Class,University Class,Entertainment,Socializing,Socializing,Nightlife,Nightlife,Family Time,Family Time,Eating,University Class,Socializing,Family Time,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Entertainment,Family Time,Family Time,Family Time,Socializing,Socializing,Socializing,Socializing,Socializing,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Nightlife,Nightlife,Family Time,Family Time,Family Time,Family Time,Family Time,Study,Study,Study,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,3,4,4,Moderate,8.0,9.0,3.5,0.0,0.0,3.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,0.5,0.0,2.5,0.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,0.5,0.0,0.0,0.0,5.0,3.5,18.5,20.5,0.5,0.0,07:00-07:30,,,12:00-12:30,21:30-22:00,,0.20833333333333334,0.14583333333333334
Male,26,Student,Married,70000.0,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Housework,Housework,Work,Work,Work,Work,Religion or Spiritual Activities,Work,Work,Work,Religion or Spiritual Activities,Work,Work,Travelling,Video Games,Video Games,Religion or Spiritual Activities,Eating,Socializing,Socializing,Video Games,Video Games,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Religion or Spiritual Activities,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Religion or Spiritual Activities,Family Time,Housework,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Religion or Spiritual Activities,Study,Study,Study,Study,Study,Socializing,Socializing,Eating,Family Time,Family Time,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,1,1,Moderate,3.5,14.0,4.0,0.0,0.0,2.5,0.0,0.0,4.5,0.0,1.0,0.5,0.0,0.0,4.5,1.0,0.0,0.5,0.5,1.0,1.0,1.0,2.0,0.0,2.5,2.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,1.0,0.0,0.5,1.0,0.5,9.5,3.0,14.0,20.5,0.5,0.5,,,,12:30-13:00,21:30-22:00,22:00-22:30,0.3958333333333333,0.125
Male,23,Student,Single,50.0,Study,Personal Care,Personal Care,Travelling,Travelling,Travelling,Study,Study,Study,Study,Study,Study,Study,Personal Care,Personal Care,Study,Study,Study,Study,Study,Study,Study,Study,Travelling,Travelling,Personal Care,Eating,Eating,Entertainment,Study,Study,Study,Study,Study,Study,Entertainment,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Personal Care,Entertainment,Study,Study,Study,Study,Study,Socializing,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Religion or Spiritual Activities,Eating,Entertainment,Entertainment,Study,Study,Study,Exercise,Exercise,Personal Care,Personal Care,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,4,3,Low,4.0,6.5,0.0,0.0,13.0,10.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2.5,2.0,1.0,0.5,0.0,0.5,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.5,2.5,2.0,0.0,0.0,13.0,11.5,6.0,10.5,5.0,2.0,,,,,18:00-18:30,,0.5416666666666666,0.4791666666666667
Female,22,Student,Single,4000.0,Sleeping,Sleeping,Religion or Spiritual Activities,Eating,Personal Care,Travelling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,University Class,Eating,Phone Calls,Work,University Class,University Class,University Class,University Class,Travelling,Travelling,Personal Care,Video Games,Family Time,Family Time,Study,Study,Study,Study,Study,Eating,Socializing,Socializing,Personal Care,Phone Calls,Study,Eating,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Entertainment,Entertainment,Phone Calls,Housework,Personal Care,Eating,Religion or Spiritual Activities,Socializing,Entertainment,Sleeping,Sleeping,Travelling,Shopping,Eating,Shopping,Shopping,Eating,Personal Care,Reading or Writing,Reading or Writing,Reading or Writing,Study,Study,Study,Study,Study,Eating,Religion or Spiritual Activities,Work,Socializing,Socializing,Cooking,Cooking,Eating,Exercise,Sleeping,Sleeping,Sleeping,Sleeping,3,3,1,Low,4.0,7.0,6.5,0.0,3.0,2.5,0.0,0.5,0.5,0.5,0.0,0.5,0.0,1.0,0.0,1.5,1.5,1.0,2.0,3.0,1.5,1.5,1.0,0.0,0.5,1.0,0.0,1.5,1.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,1.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,1.0,1.5,2.5,1.5,0.0,1.5,10.0,5.0,10.0,17.0,4.0,2.0,06:30-07:00,,13:00-13:30,12:00-12:30,22:00-22:30,22:30-23:00,0.4166666666666667,0.20833333333333334
Female,22,Student,Married,500000.0,Sleeping,Sleeping,Sleeping,Personal Care,Cooking,Eating,Travelling,Travelling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Travelling,Travelling,Eating,Personal Care,Housework,Housework,Family Time,Family Time,Study,Study,Study,Study,Eating,Personal Care,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Cooking,Eating,Travelling,Work,Work,Work,Work,Work,Work,Travelling,Cooking,Cooking,Cooking,Eating,Housework,Housework,Personal Care,Entertainment,Entertainment,Entertainment,Entertainment,Entertainment,Personal Care,Family Time,Family Time,Study,Study,Study,Eating,Study,Study,Study,Study,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,3,1,4,High,6.5,6.5,7.5,0.0,2.0,3.5,0.0,0.0,0.0,3.0,1.0,1.0,0.5,2.0,0.5,3.5,1.5,1.0,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.5,1.5,1.0,1.5,3.0,11.0,9.5,9.5,12.5,3.5,2.0,07:30-08:00,08:00-08:30,,,22:30-23:00,21:30-22:00,0.4583333333333333,0.3958333333333333
Male,24,Student,Single,100000.0,Sleeping,Sleeping,Sleeping,Housework,Travelling,Travelling,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Socializing,Eating,Study,University Class,University Class,University Class,Travelling,Travelling,Sports,Sports,Sports,Sports,Entertainment,Study,Study,Study,Study,Study,Eating,Family Time,Reading or Writing,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Eating,Entertainment,Study,Study,Study,Study,Study,Study,Study,Personal Care,Religion or Spiritual Activities,Eating,Entertainment,Sleeping,Sleeping,Sports,Sports,Sports,Sports,Entertainment,Study,Study,Study,Study,Study,Eating,Family Time,Reading or Writing,Study,Study,Personal Care,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,2,3,Moderate,7.5,9.0,5.5,0.0,3.5,7.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,1.5,0.0,1.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,2.0,2.0,0.5,0.5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.5,0.0,1.0,0.5,0.0,9.5,7.0,12.5,16.0,2.0,1.0,,08:00-08:30,12:30-13:00,,21:00-21:30,21:00-21:30,0.3958333333333333,0.2916666666666667
Male,24,Student,Single,500000.0,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Phone Calls,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,University Class,Work,Eating,Phone Calls,Phone Calls,Sleeping,Sleeping,Sleeping,Study,Study,Study,Study,Sports,Sports,Sports,Sports,Sports,Sports,Sports,Sports,Sports,Eating,Entertainment,Socializing,Entertainment,Entertainment,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Personal Care,Phone Calls,Phone Calls,Phone Calls,Family Time,University Class,University Class,Work,Work,Exercise,Study,Study,Eating,Phone Calls,Phone Calls,Reading or Writing,Caring for Pets,Sleeping,Sleeping,Sleeping,Sleeping,Eating,Entertainment,Sports,Entertainment,Entertainment,Eating,Phone Calls,Socializing,Socializing,Socializing,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,1,5,4,High,7.5,10.0,4.5,1.0,2.0,1.0,0.0,0.5,0.5,1.0,0.0,0.0,0.0,0.0,1.5,1.5,0.0,0.5,1.5,2.0,0.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,4.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.5,3.0,1.5,1.5,1.5,3.5,0.0,0.0,7.0,3.5,15.5,16.5,1.5,4.0,08:30-09:00,08:00-08:30,,,,19:00-19:30,0.2916666666666667,0.14583333333333334
Male,25,Student,Single,40000.0,Sleeping,Religion or Spiritual Activities,Study,Study,Study,Eating,University Class,University Class,University Class,University Class,Entertainment,Entertainment,Study,Study,Study,Study,Religion or Spiritual Activities,Eating,Socializing,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Exercise,Exercise,Exercise,Religion or Spiritual Activities,Study,Study,Study,Religion or Spiritual Activities,Eating,Socializing,Study,Study,Study,Study,Study,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Religion or Spiritual Activities,Sleeping,Sleeping,Sleeping,Study,Study,Study,Eating,Video Games,Video Games,Study,Study,Personal Care,Religion or Spiritual Activities,Religion or Spiritual Activities,Cooking,Eating,Entertainment,Entertainment,Sports,Sports,Religion or Spiritual Activities,Sports,Sports,Religion or Spiritual Activities,Entertainment,Entertainment,Religion or Spiritual Activities,Eating,Socializing,Study,Study,Study,Study,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,3,1,3,Moderate,6.0,8.5,2.0,0.0,7.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,2.0,0.0,0.5,1.5,1.5,1.0,0.5,1.0,1.0,2.5,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.5,0.0,0.5,11.0,5.0,13.0,18.5,0.0,0.5,07:30-08:00,,13:30-14:00,,20:30-21:00,20:00-20:30,0.4583333333333333,0.20833333333333334
Male,22,Student,Single,300000.0,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Study,Eating,University Class,University Class,Reading or Writing,University Class,University Class,University Class,Sleeping,Sleeping,Eating,University Class,University Class,University Class,Entertainment,Entertainment,Sports,Sports,Religion or Spiritual Activities,Entertainment,Socializing,Socializing,Socializing,Socializing,Socializing,Study,Study,Study,Study,Study,Eating,Video Games,Video Games,Entertainment,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Family Time,Family Time,Eating,Eating,Work,Work,Work,Work,Work,Work,Work,Work,Eating,Eating,Sleeping,Sleeping,Sleeping,Work,Work,Socializing,Socializing,Socializing,University Class,Family Time,Family Time,Socializing,Socializing,Socializing,Exercise,Exercise,Eating,Eating,Family Time,Family Time,Entertainment,Entertainment,Video Games,Video Games,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,Sleeping,2,2,4,High,7.5,6.5,4.0,0.5,3.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.5,3.0,2.5,3.0,1.5,1.0,0.5,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.0,0.0,0.0,0.0,0.0,7.0,6.5,17.0,17.5,0.0,0.0,08:30-09:00,08:00-08:30,13:00-13:30,13:00-13:30,23:00-23:30,22:00-22:30,0.2916666666666667,0.2708333333333333
